timestamp,delta,gamma,theta,vega,num_positions
2022-01-03,0.0,0.0,0.0,0.0,0
2022-01-04,0.0,0.0,0.0,0.0,0
2022-01-05,0.0,0.0,0.0,0.0,0
2022-01-06,0.0,0.0,0.0,0.0,0
2022-01-07,0.0,0.0,0.0,0.0,0
2022-01-10,0.0,0.0,0.0,0.0,0
2022-01-11,0.0,0.0,0.0,0.0,0
2022-01-12,0.0,0.0,0.0,0.0,0
2022-01-13,0.0,0.0,0.0,0.0,0
2022-01-14,0.0,0.0,0.0,0.0,0
2022-01-18,0.0,0.0,0.0,0.0,0
2022-01-19,0.0,0.0,0.0,0.0,0
2022-01-20,0.0,0.0,0.0,0.0,0
2022-01-21,0.0,0.0,0.0,0.0,0
2022-01-24,0.0,0.0,0.0,0.0,0
2022-01-25,0.0,0.0,0.0,0.0,0
2022-01-26,0.0,0.0,0.0,0.0,0
2022-01-27,0.0,0.0,0.0,0.0,0
2022-01-28,0.0,0.0,0.0,0.0,0
2022-01-31,0.0,0.0,0.0,0.0,0
2022-02-01,0.0,0.0,0.0,0.0,0
2022-02-02,0.0,0.0,0.0,0.0,0
2022-02-03,0.0,0.0,0.0,0.0,0
2022-02-04,0.0,0.0,0.0,0.0,0
2022-02-07,0.0,0.0,0.0,0.0,0
2022-02-08,0.0,0.0,0.0,0.0,0
2022-02-09,5642.576317,422.478347,-1042.401591,881.503912,1
2022-02-10,6836.854156,390.388484,-1043.341039,827.660281,1
2022-02-11,6341.326153,423.018432,-1089.333153,828.571689,1
2022-02-14,6428.72007,457.731738,-1176.895462,756.685363,1
2022-02-15,15674.104444,1100.95091,-1646.56583,1215.75649,2
2022-02-16,6394.697641,856.387854,-773.777718,696.839633,1
2022-02-17,4738.46925,881.693938,-710.365372,628.264257,1
2022-02-18,25917.484547,5546.16544,-1747.659793,701.632383,1
2022-02-22,3767.973037,282.470552,-756.445132,632.155588,1
2022-02-23,2834.656094,282.222535,-724.553026,571.721672,1
2022-02-24,0.0,0.0,0.0,0.0,0
2022-02-25,0.0,0.0,0.0,0.0,0
2022-02-28,5898.950148,815.642885,-657.776959,646.108814,1
2022-03-01,4471.102796,809.679761,-632.748724,588.324211,1
2022-03-02,0.0,0.0,0.0,0.0,0
2022-03-03,0.0,0.0,0.0,0.0,0
2022-03-04,0.0,0.0,0.0,0.0,0
2022-03-07,0.0,0.0,0.0,0.0,0
2022-03-08,0.0,0.0,0.0,0.0,0
2022-03-09,0.0,0.0,0.0,0.0,0
2022-03-10,0.0,0.0,0.0,0.0,0
2022-03-11,0.0,0.0,0.0,0.0,0
2022-03-14,0.0,0.0,0.0,0.0,0
2022-03-15,0.0,0.0,0.0,0.0,0
2022-03-16,0.0,0.0,0.0,0.0,0
2022-03-17,0.0,0.0,0.0,0.0,0
2022-03-18,0.0,0.0,0.0,0.0,0
2022-03-21,0.0,0.0,0.0,0.0,0
2022-03-22,0.0,0.0,0.0,0.0,0
2022-03-23,0.0,0.0,0.0,0.0,0
2022-03-24,2129.059704,122.019197,-486.119538,289.942126,1
2022-03-25,2111.172246,127.016139,-491.27388,282.914842,1
2022-03-28,2336.917569,130.44976,-534.94137,259.817615,1
2022-03-29,2618.387843,121.346918,-537.713614,242.22063,1
2022-03-30,2249.227901,146.422694,-552.646518,245.045823,1
2022-03-31,26996.571008,5992.097879,-2231.157796,883.192518,2
2022-04-01,26306.092249,6393.592783,-2206.208214,852.348805,2
2022-04-04,28253.434437,6804.710234,-2471.895175,794.12069,2
2022-04-05,20626.774958,7025.278296,-1717.295645,531.043021,1
2022-04-06,0.0,0.0,0.0,0.0,0
2022-04-07,0.0,0.0,0.0,0.0,0
2022-04-08,0.0,0.0,0.0,0.0,0
2022-04-11,0.0,0.0,0.0,0.0,0
2022-04-12,0.0,0.0,0.0,0.0,0
2022-04-13,0.0,0.0,0.0,0.0,0
2022-04-14,0.0,0.0,0.0,0.0,0
2022-04-18,0.0,0.0,0.0,0.0,0
2022-04-19,0.0,0.0,0.0,0.0,0
2022-04-20,0.0,0.0,0.0,0.0,0
2022-04-21,0.0,0.0,0.0,0.0,0
2022-04-22,0.0,0.0,0.0,0.0,0
2022-04-25,0.0,0.0,0.0,0.0,0
2022-04-26,0.0,0.0,0.0,0.0,0
2022-04-27,0.0,0.0,0.0,0.0,0
2022-04-28,0.0,0.0,0.0,0.0,0
2022-04-29,0.0,0.0,0.0,0.0,0
2022-05-02,0.0,0.0,0.0,0.0,0
2022-05-03,0.0,0.0,0.0,0.0,0
2022-05-04,0.0,0.0,0.0,0.0,0
2022-05-05,0.0,0.0,0.0,0.0,0
2022-05-06,0.0,0.0,0.0,0.0,0
2022-05-09,0.0,0.0,0.0,0.0,0
2022-05-10,0.0,0.0,0.0,0.0,0
2022-05-11,0.0,0.0,0.0,0.0,0
2022-05-12,0.0,0.0,0.0,0.0,0
2022-05-13,0.0,0.0,0.0,0.0,0
2022-05-16,0.0,0.0,0.0,0.0,0
2022-05-17,0.0,0.0,0.0,0.0,0
2022-05-18,0.0,0.0,0.0,0.0,0
2022-05-19,0.0,0.0,0.0,0.0,0
2022-05-20,0.0,0.0,0.0,0.0,0
2022-05-23,0.0,0.0,0.0,0.0,0
2022-05-24,0.0,0.0,0.0,0.0,0
2022-05-25,0.0,0.0,0.0,0.0,0
2022-05-26,0.0,0.0,0.0,0.0,0
2022-05-27,0.0,0.0,0.0,0.0,0
2022-05-31,0.0,0.0,0.0,0.0,0
2022-06-01,0.0,0.0,0.0,0.0,0
2022-06-02,0.0,0.0,0.0,0.0,0
2022-06-03,0.0,0.0,0.0,0.0,0
2022-06-06,0.0,0.0,0.0,0.0,0
2022-06-07,0.0,0.0,0.0,0.0,0
2022-06-08,0.0,0.0,0.0,0.0,0
2022-06-09,0.0,0.0,0.0,0.0,0
2022-06-10,0.0,0.0,0.0,0.0,0
2022-06-13,0.0,0.0,0.0,0.0,0
2022-06-14,0.0,0.0,0.0,0.0,0
2022-06-15,0.0,0.0,0.0,0.0,0
