timestamp,code,option_type,strike,expiry,side,price,qty,pnl,entry_date
2024-09-17,ARM.US,call,137.0,2024-10-17,buy,11.2596,48,0.0,2024-09-17
2024-09-19,AVGO.US,call,167.0,2024-10-19,buy,11.9575,37,0.0,2024-09-19
2024-09-20,AMD.US,call,156.0,2024-10-20,buy,8.7988,46,0.0,2024-09-20
2024-09-23,MU.US,call,94.0,2024-10-23,buy,5.2823,60,0.0,2024-09-23
2024-09-23,AMD.US,call,156.0,2024-10-20,close,8.7062,46,-425.693,2024-09-20
2024-09-23,ARM.US,call,137.0,2024-10-17,close,11.6945,48,2087.3258,2024-09-17
2024-09-25,AVGO.US,call,167.0,2024-10-19,close,14.9118,37,10930.9599,2024-09-19
2024-09-30,MU.US,call,94.0,2024-10-23,close,12.3189,60,42219.0795,2024-09-23
2024-10-10,MU.US,call,106.0,2024-11-09,buy,7.3202,67,0.0,2024-10-10
2024-10-10,AMD.US,call,164.0,2024-11-09,buy,9.0077,41,0.0,2024-10-10
2024-10-11,MU.US,call,106.0,2024-11-09,close,7.8721,67,3697.5387,2024-10-10
2024-10-11,AMD.US,call,164.0,2024-11-09,close,11.0259,41,8274.8379,2024-10-10
2024-10-15,MU.US,call,104.0,2024-11-14,buy,7.012,62,0.0,2024-10-15
2024-10-17,MU.US,call,104.0,2024-11-14,close,11.8568,62,30037.9184,2024-10-15
2024-10-21,ARM.US,call,152.0,2024-11-20,buy,9.8038,41,0.0,2024-10-21
2024-10-22,ARM.US,call,152.0,2024-11-20,close,9.7601,41,-179.0368,2024-10-21
2024-10-23,MU.US,call,105.0,2024-11-22,buy,7.0269,57,0.0,2024-10-23
2024-10-24,MU.US,call,105.0,2024-11-22,close,7.7519,57,4132.3678,2024-10-23
